entry_type,title,author,year,journal,booktitle,volume,number,pages,publisher,doi,url,abstract,address,articleno,isbn,issn,issue_date,keywords,location,note,numpages,series
inproceedings,Counterfactual Explanations for Reinforcement Learning Agents,"Gajcin, Jasmina",2023,,Proceedings of the 2023 International Conference on Autonomous Agents and Multiagent Systems,,,2925?€?2927,International Foundation for Autonomous Agents and Multiagent Systems,,,"Reinforcement learning (RL) algorithms often use neural networks to represent agent's policy, making them difficult to interpret. Counterfactual explanations are human-friendly explanations which offer users actionable advice on how to change their features to obtain a desired output from a black-box model. However, methods for generating counterfactuals in RL ignore the stochastic and sequential nature of RL tasks, and can generate counterfactuals which are difficult to obtain, affecting user effort and trust. My dissertation focuses on developing methods that take into account the complexities of RL framework and provide counterfactual explanations that are easy to reach and confidently produce the desired output","Richland, SC",,9.78145E+12,,,"causality, contrastive explanations, counterfactual explanations, explainability, reinforcement learning","London, United Kingdom",,3,AAMAS '23
inproceedings,User Involvement in Training Smart Home Agents: Increasing Perceived Control and Understanding,"Sieger, Leonie Nora and Hermann, Julia and Schom\",2022,,Proceedings of the 10th International Conference on Human-Agent Interaction,,,76?€?85,Association for Computing Machinery,10.1145/3527188.3561914,https://doi.org/10.1145/3527188.3561914,"Smart home systems contain plenty of features that enhance wellbeing in everyday life through artificial intelligence (AI). However, many users feel insecure because they do not understand the AI?€?s functionality and do not feel they are in control of it. Combining technical, psychological and philosophical views on AI, we rethink smart homes as interactive systems where users can partake in an intelligent agent?€?s learning. Parallel to the goals of explainable AI (XAI), we explored the possibility of user involvement in supervised learning of the smart home to have a first approach to improve acceptance, support subjective understanding and increase perceived control. In this work, we conducted two studies: In an online pre-study, we asked participants about their attitude towards teaching AI via a questionnaire. In the main study, we performed a Wizard of Oz laboratory experiment with human participants, where participants spent time in a prototypical smart home and taught activity recognition to the intelligent agent through supervised learning based on the user?€?s behaviour. We found that involvement in the AI?€?s learning phase enhanced the users?€? feeling of control, perceived understanding and perceived usefulness of AI in general. The participants reported positive attitudes towards training a smart home AI and found the process understandable and controllable. We suggest that involving the user in the learning phase could lead to better personalisation and increased understanding and control by users of intelligent agents for smart home automation.","New York, NY, USA",,9.78145E+12,,,"supervised learning, smart homes, participation, human-agent interaction","Christchurch, New Zealand",,10,HAI '22
inproceedings,"Why, Who, What, When and How about Explainability in Human-Agent Systems","Rosenfeld, Avi and Richardson, Ariella",2020,,Proceedings of the 19th International Conference on Autonomous Agents and MultiAgent Systems,,,2161?€?2164,International Foundation for Autonomous Agents and Multiagent Systems,,,"This paper presents a survey of issues relating to explainability in Human-Agent Systems. We consider fundamental questions about the Why, Who, What, When and How of explainability. First, we define explainability and its relationship to the related terms of interpretability, transparency, explicitness, and faithfulness. These definitions allow us to answer why explainability is needed in the system, whom it is geared to and what explanations can be generated to meet this need. We then consider when the user should be presented with this information. Last, we consider how objective and subjective measures can be used to evaluate the entire system. This last question is the most encompassing as it needs to evaluate all other issues regarding explainability.","Richland, SC",,9.78145E+12,,,"xai, machine learning transparency, machine learning interpretability, human-agent systems","Auckland, New Zealand",,4,AAMAS '20
article,The Perceptual Belief Problem: Why Explainability Is a Tough Challenge in Social Robotics,"Thellman, Sam and Ziemke, Tom",2021,J. Hum.-Robot Interact.,,10,3,,Association for Computing Machinery,10.1145/3461781,https://doi.org/10.1145/3461781,"The explainability of robotic systems depends on people?€?s ability to reliably attribute perceptual beliefs to robots, i.e., what robots know (or believe) about objects and events in the world based on their perception. However, the perceptual systems of robots are not necessarily well understood by the majority of people interacting with them. In this article, we explain why this is a significant, difficult, and unique problem in social robotics. The inability to judge what a robot knows (and does not know) about the physical environment it shares with people gives rise to a host of communicative and interactive issues, including difficulties to communicate about objects or adapt to events in the environment. The challenge faced by social robotics researchers or designers who want to facilitate appropriate attributions of perceptual beliefs to robots is to shape human?€?robot interactions so that people understand what robots know about objects and events in the environment. To meet this challenge, we argue, it is necessary to advance our knowledge of when and why people form incorrect or inadequate mental models of robots?€? perceptual and cognitive mechanisms. We outline a general approach to studying this empirically and discuss potential solutions to the problem.","New York, NY, USA",29,,,Sep-21,"understandability, social robotics, predictability, mental state attribution, intentionality, intentional stance, explainability, common ground, belief attribution, Human-robot interaction",,,15,
inproceedings,Explainable Automatic Evaluation of the Trail Making Test for Dementia Screening,"Prange, Alexander and Barz, Michael and Heimann-Steinert, Anika and Sonntag, Daniel",2021,,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,,,,Association for Computing Machinery,10.1145/3411764.3445046,https://doi.org/10.1145/3411764.3445046,"The Trail Making Test (TMT) is a frequently used neuropsychological test for assessing cognitive performance. The subject connects a sequence of numbered nodes by using a pen on normal paper. We present an automatic cognitive assessment tool that analyzes samples of the TMT which we record using a digital pen. This enables us to analyze digital pen features that are difficult or impossible to evaluate manually. Our system automatically measures several pen features, including the completion time which is the main performance indicator used by clinicians to score the TMT in practice. In addition, our system provides a structured report of the analysis of the test, for example indicating missed or erroneously connected nodes, thereby offering more objective, transparent and explainable results to the clinician. We evaluate our system with 40 elderly subjects from a geriatrics daycare clinic of a large hospital.","New York, NY, USA",382,9.78145E+12,,,"multimodal, explainable, digital pen, cognitive assessment, automatic scoring, Trail Making Test","Yokohama, Japan",,9,CHI '21
inproceedings,CAPS: Comprehensible Abstract Policy Summaries for Explaining Reinforcement Learning Agents,"McCalmon, Joe and Le, Thai and Alqahtani, Sarra and Lee, Dongwon",2022,,Proceedings of the 21st International Conference on Autonomous Agents and Multiagent Systems,,,889?€?897,International Foundation for Autonomous Agents and Multiagent Systems,,,"As reinforcement learning (RL) continues to improve and be applied in situations alongside humans, the need to explain the learned behaviors of RL agents to end-users becomes more important. Strategies for explaining the reasoning behind an agent's policy, called policy-level explanations, can lead to important insights about both the task and the agent's behaviors. Following this line of research, in this work, we propose a novel approach, named as CAPS, that summarizes an agent's policy in the form of a directed graph with natural language descriptions. A decision tree based clustering method is utilized to abstract the state space of the task into fewer, condensed states which makes the policy graphs more digestible to end-users. This abstraction allows the users to control the size of the policy graph to achieve their desired balance between comprehensibility and accuracy. In addition, we develop a heuristic optimization method to find the most explainable graph policy and present it to the users. Finally, we use the user-defined predicates to enrich the abstract states with semantic meaning. We test our approach on five RL tasks, using both deterministic and stochastic policies, and show that our method is: (1) agnostic to the algorithms used to train the policies, and (2) comparable in accuracy and superior in explanation capabilities to existing baselines. Especially, when provided with our explanation graph, end-users are able to accurately interpret policies of trained RL agents 80% of the time, compared to 10% when provided with the next best baseline. We make our code and datasets available to ensure the reproducibility of our research findings: https://github.com/mccajl/CAPS","Richland, SC",,9.78145E+12,,,"user study, reinforcement learning, policy-level explanations, policy summary, explainable reinforcement learning, explainable machine learning","Virtual Event, New Zealand",,9,AAMAS '22
article,?€?I See What You Did There?€?: Understanding People?€?s Social Perception of a Robot and Its Predictability,"Schadenberg, Bob R. and Reidsma, Dennis and Heylen, Dirk K. J. and Evers, Vanessa",2021,J. Hum.-Robot Interact.,,10,3,,Association for Computing Machinery,10.1145/3461534,https://doi.org/10.1145/3461534,"Unpredictability in robot behaviour can cause difficulties in interacting with robots. However, for social interactions with robots, a degree of unpredictability in robot behaviour may be desirable for facilitating engagement and increasing the attribution of mental states to the robot. To generate a better conceptual understanding of predictability, we looked at two facets of predictability, namely, the ability to predict robot actions and the association of predictability as an attribute of the robot. We carried out a video human-robot interaction study where we manipulated whether participants could either see the cause of a robot?€?s responsive action or could not see this, because there was no cause, or because we obstructed the visual cues. Our results indicate that when the cause of the robot?€?s responsive actions was not visible, participants rated the robot as more unpredictable and less competent, compared to when it was visible. The relationship between seeing the cause of the responsive actions and the attribution of competence was partially mediated by the attribution of unpredictability to the robot. We argue that the effects of unpredictability may be mitigated when the robot identifies when a person may not be aware of what the robot wants to respond to and uses additional actions to make its response predictable.","New York, NY, USA",28,,,Sep-21,"social perception, responsive actions, human-robot interaction, Predictability",,,28,
inproceedings,Explaining the Behaviour of Game Agents Using Differential Comparison,"Castellano, Ezequiel and Zhang, Xiao-Yi and Arcaini, Paolo and Takisaka, Toru and Ishikawa, Fuyuki and Ikehata, Nozomu and Iwakura, Kosuke",2023,,Proceedings of the 37th IEEE/ACM International Conference on Automated Software Engineering,,,,Association for Computing Machinery,10.1145/3551349.3560503,https://doi.org/10.1145/3551349.3560503,"The difficulty in exploring the game balance has been increasing, especially in Game-as-a-Service (GaaS) with updates in every few weeks, and due to the complexity in game design and business models. In the limited time available for testing, using automated game agents enables much more test plays than using human test players does, and it has been accelerated by the recent progress of deep reinforcement learning. However, understanding specific behaviours of each agent is hard due to their ?€?black-box?€? nature. In this paper, we propose a method for explaining the behaviour of game agents using differential comparison between agents. This comparison approach is motivated by our experience with existing explanation techniques that often extracted uninteresting, common aspects of the behaviour. In addition, there are large potentials for the application of the comparison: between agents with different learning algorithms, between human agents and automated agents, and between test agents and users. We applied our technique to a prototype of a commercial GaaS and confirmed our technique can extract specific differences between agents.","New York, NY, USA",210,9.78145E+12,,,"testing, reinforcement learning, games, explainability","Rochester, MI, USA",,8,ASE '22
inproceedings,Beyond Fairness and Explanation: Foundations of Trustworthiness of Artificial Agents,"Malle, Bertram F.",2022,,"Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics, and Society",,,4,Association for Computing Machinery,10.1145/3514094.3539570,https://doi.org/10.1145/3514094.3539570,"The topics of fairness and explainability have dominated recent discussions of ethical AI. However, these are only two criteria that would make artificial agents anywhere close to ethical. I frame the question of ethical AI, and especially ethical social robots, as the question of what would make them worthy of human trust and actually eliciting human trust. Relying on a recent investigation of the multi-dimensionality of human trust, I lay out five criteria of trustworthiness-being competent, reliable, transparent, benevolent, and having ethical integrity. I will argue that an essential ingredient of such trustworthiness is norm competence-the ability to represent, comply with, and learn relevant social-moral norms (including fairness as one among many). I discuss the challenges to implementing norm competence and the critical role that justification, not just explanation, will play in providing evidence for such competence.","New York, NY, USA",,9.78145E+12,,,"xai, trustworthiness, trust, robotethics, norms, fairness, explainability, ethical ai","Oxford, United Kingdom",,1,AIES '22
inproceedings,Localized Explanations for Automatically Synthesized Network Configurations,"Nazari, Amirmohammad and Zhang, Yongzheng and Raghothaman, Mukund and Chen, Haoxian",2024,,Proceedings of the 23rd ACM Workshop on Hot Topics in Networks,,,52?€?59,Association for Computing Machinery,10.1145/3696348.3696888,https://doi.org/10.1145/3696348.3696888,"Network synthesis simplifies network management by automatically generating distributed configurations that fulfill high-level intents. However, typical network synthesizers operate as monolithic algorithms, obscuring the internal workings of the synthesis process and showing no clear connection between the generated configurations and the global intents. Given the critical role of networks as infrastructure, it is crucial for network operators to understand the synthesized configurations to establish trust in these automatic tools. To address this challenge, we propose using subspecifications localized to each component in the network topology to enhance the interpretability of network synthesis. These subspecifications provide insights into the workings of synthesizers by connecting each component's functionalities with the global configuration intents.We propose a potential solution based on constraint simplification techniques to make the explanation of network configurations manageable. Preliminary results confirm the feasibility of simplifying constraints to a manageable size, though generating high-level subspecifications that fully capture global intents remains future work. This work highlights the importance of interpretability in network synthesis and sets the stage for future research to develop more robust and trustworthy network synthesis tools.","New York, NY, USA",,9.7984E+12,,,"Explainability, Modular Reasoning, Network Synthesis","Irvine, CA, USA",,8,HotNets '24
inproceedings,Method of automatic biomedical signals interpretation for safety supervision and optimisation of the exoskeleton-aided physiotherapy of lower extremity,"Falkowski, Piotr and Oleksiuk, Jan and Jeznach, Kajetan and Aktan, Mehmet Emin",2024,,Proceedings of the 2024 4th International Conference on Robotics and Control Engineering,,,57?€?63,Association for Computing Machinery,10.1145/3674746.3674793,https://doi.org/10.1145/3674746.3674793,"Rehabilitation robots help physiotherapists in performing repetitive and tiring tasks. Moreover, they are also capable of automating therapy. However, for such an application, they require algorithms assessing patient?€?s performance and monitoring their safety. In therapy of lower extremities aided with exoskeletons, biosignal measurements can be used additionally to dynamics parameters to provide the mentioned analyses. The paper presents a concept of assessing the treatment based on electromyography of selected muscular groups and assessing the patient?€?s emotional states based on electroencephalography. The preliminary measurements enabled defining expected muscular activity dependent on the extremity configuration and emotional states based on the frequency analysis of the scalp regions. The presented methodology contains measurement flow, interpreting algorithms, and reactions of the systems to the defined states. Use of this can contribute to the development of minimally supervised systems for home-like environment use. The presented universal method is easily transferable to the exoskeleton-based systems, even different in terms of kinematics. Furthermore, it can also be analogically introduced to the systems dedicated to the upper extremities.","New York, NY, USA",,9.7984E+12,,,"EEG, EMG, automation, exoskeleton, rehabilitation robotics","Edinburgh, United Kingdom",,7,RobCE '24
inproceedings,"Automatic Fruit Picking: An Entry-level, in Scale, Approach for Cyber Physical Systems Understanding","Loukatos, Dimitrios and Kondoyanni, Maria and G. Arvanitis, Konstantinos",2022,,Proceedings of the 25th Pan-Hellenic Conference on Informatics,,,167?€?171,Association for Computing Machinery,10.1145/3503823.3503855,https://doi.org/10.1145/3503823.3503855,"The growing demand for food supplies, caused by the global population growth, and the continuously diminishing natural resources are posing many serious challenges. Furthermore, the economic and social uncertainty and the restrictions incurred by the recent COVID-19 pandemic are favouring the research for further fruit harvesting alternatives. The modernization of agriculture, involving interoperation among networking, machine learning, robotics, and big data entities seems to provide a promising direction to tackle the abovementioned problems. These systems, officially called cyber physical ones, can have a key role in the digital transformation of the agricultural sector, provided that people getting involved, from students and scientists of agricultural engineering to farmers and consulting professionals, are capable of understanding and using the diverse set of innovative applications belonging in this area. In this regard, taking advantage of the wide availability of cheap electronic components and suitable programming environments, modern educational practices can be further updated to provide tailored agricultural engineering solutions. The work presented herein describes the efforts to utilize a small robotic arm to identify and pick small fruits, assisted by a smart camera and a voice-commanded module. Despite the selection of low cost commercial off-the-self components and the small size of the final implementation, the main challenges towards the realization of a full-scale system, suitable for farm use, are fluently outlined while additional evaluation results are provided, from the educational point of view, as well.","New York, NY, USA",,9.78145E+12,,,"Robotic arm, Fruit picking, Engineering education, Cyber physical systems, Arduino","Volos, Greece",,5,PCI '21
inproceedings,iScore: Visual Analytics for Interpreting How Language Models Automatically Score Summaries,"Coscia, Adam and Holmes, Langdon and Morris, Wesley and Choi, Joon Suh and Crossley, Scott and Endert, Alex",2024,,Proceedings of the 29th International Conference on Intelligent User Interfaces,,,787?€?802,Association for Computing Machinery,10.1145/3640543.3645142,https://doi.org/10.1145/3640543.3645142,"The recent explosion in popularity of large language models (LLMs) has inspired learning engineers to incorporate them into adaptive educational tools that automatically score summary writing. Understanding and evaluating LLMs is vital before deploying them in critical learning environments, yet their unprecedented size and expanding number of parameters inhibits transparency and impedes trust when they underperform. Through a collaborative user-centered design process with several learning engineers building and deploying summary scoring LLMs, we characterized fundamental design challenges and goals around interpreting their models, including aggregating large text inputs, tracking score provenance, and scaling LLM interpretability methods. To address their concerns, we developed iScore, an interactive visual analytics tool for learning engineers to upload, score, and compare multiple summaries simultaneously. Tightly integrated views allow users to iteratively revise the language in summaries, track changes in the resulting LLM scores, and visualize model weights at multiple levels of abstraction. To validate our approach, we deployed iScore with three learning engineers over the course of a month. We present a case study where interacting with iScore led a learning engineer to improve their LLM?€?s score accuracy by three percentage points. Finally, we conducted qualitative interviews with the learning engineers that revealed how iScore enabled them to understand, evaluate, and build trust in their LLMs during deployment.","New York, NY, USA",,9.7984E+12,,,"Data visualization, educational technology, explainable AI, large language models, visual analytics","Greenville, SC, USA",,16,IUI '24
article,Automatic generation of plausible co-occurring causes for effects explanation or prediction,"Pietrantuono, Roberto and Russo, Stefano",2025,ACM Trans. Intell. Syst. Technol.,,,,,Association for Computing Machinery,10.1145/3725855,https://doi.org/10.1145/3725855,"In numerous contexts, ranging from systems safety assessment to finance and medical diagnosis, a relevant causal inference task is to predict unseen rare events ?€? the so-called black swans. These are plausible, high-impact, but unexpected events for whose prediction a probabilistic-based causal inference falls short. For instance, a safety analyst needs to hypothesize potential rare co-causes that could lead to an accident, so as to manage the most unexpected failures besides the more obvious ones. Given an effect, we use abduction to support the generation of a plausible set of explanatory hypotheses for its causes. We present a generative evolutionary strategy - called Evolutionary Abduction (EVA) - for automating abductive inference by repeatedly constructing hypothetical cause-effect instances, and then automatically assessing their plausibility as well as their novelty with respect to already known instances - a mechanism mimicking the human reasoning employed whenever we need to select the best candidates from a set of hypotheses. Experiments with four datasets confirm that EVA can construct new and realistic multiple-cause hypotheses for a given effect. EVA outperforms alternative strategies based on probabilistic-based causal inference as well as state-of-the-art evolutionary algorithms, generating closer-to-real instances in most settings and datasets.","New York, NY, USA",,,2157-6904,,"Abduction, Evolutionary Computation, Hypotheses generation",,Just Accepted,,
inproceedings,How does HCI Understand Human Agency and Autonomy?,"Bennett, Dan and Metatla, Oussama and Roudaut, Anne and Mekler, Elisa D.",2023,,Proceedings of the 2023 CHI Conference on Human Factors in Computing Systems,,,,Association for Computing Machinery,10.1145/3544548.3580651,https://doi.org/10.1145/3544548.3580651,"Human agency and autonomy have always been fundamental concepts in HCI. New developments, including ubiquitous AI and the growing integration of technologies into our lives, make these issues ever pressing, as technologies increase their ability to influence our behaviours and values. However, in HCI understandings of autonomy and agency remain ambiguous. Both concepts are used to describe a wide range of phenomena pertaining to sense-of-control, material independence, and identity. It is unclear to what degree these understandings are compatible, and how they support the development of research programs and practical interventions. We address this by reviewing 30 years of HCI research on autonomy and agency to identify current understandings, open issues, and future directions. From this analysis, we identify ethical issues, and outline key themes to guide future work. We also articulate avenues for advancing clarity and specificity around these concepts, and for coordinating integrative work across different HCI communities.","New York, NY, USA",375,9.78145E+12,,,"Autonomy, Self Determination Theory, agency, boundary objects, delegation, mixed initiative, theory, user experience","Hamburg, Germany",,18,CHI '23
inproceedings,Better Understanding the Costs and Benefits of Automatic Memory Management,"Sareen, Kunal and Blackburn, Stephen Michael",2022,,Proceedings of the 19th International Conference on Managed Programming Languages and Runtimes,,,29?€?44,Association for Computing Machinery,10.1145/3546918.3546926,https://doi.org/10.1145/3546918.3546926,"Automatic memory management relieves programmers of the burden of having to reason about object lifetimes in order to soundly reclaim allocated memory. However, this automation comes at a cost. The cost and benefits of garbage collection relative to manual memory management have been the subject of contention for a long time, and will likely remain so. However, until now, the question is surprisingly under-studied. We examine the costs and benefits of garbage collection through four studies, exploring: We conduct this study in a contemporary setting using recent CPU microarchitectures, and novel methodologies including a mark-sweep collector built upon off-the-shelf free-list allocators, allowing us to shed new light on garbage collection overheads in a modern context. We find that: The costs and benefits of garbage collection are likely to remain subject to contentious discussion. However, the methodologies and evaluations we present here provide a deeper understanding of the differences in costs between manual memory management and garbage collection.","New York, NY, USA",,9.78145E+12,,,"Automatic Memory Management, Garbage Collection, Manual Memory Management, Memory Management","Brussels, Belgium",,16,MPLR '22
inproceedings,Automatic analysis of infant engagement during play: An end-to-end learning and Explainable AI pilot experiment,"Fraile, Marc and Lindblad, Joakim and Fawcett, Christine and Sladoje, Nata\v{s",2021,,Companion Publication of the 2021 International Conference on Multimodal Interaction,,,403?€?407,Association for Computing Machinery,10.1145/3461615.3485443,https://doi.org/10.1145/3461615.3485443,"Infant engagement during play is an active area of research, related to the development of cognition. Automatic detection of engagement could benefit the research process, but existing techniques used for automatic affect detection are unsuitable for this scenario, since they rely on the automatic extraction of facial and postural features trained on clear video capture of adults. This study shows that end-to-end Deep Learning methods can successfully detect engagement of infants, without the need of clear facial video, when trained for a specific interaction task. It further shows that attention mapping techniques can provide explainability, thereby enabling trust and insight into a model?€?s reasoning process.","New York, NY, USA",,9.78145E+12,,,"video analysis, infant engagement, explainable artificial intelligence, end-to-end learning, deep learning, class activation mapping","Montreal, QC, Canada",,5,ICMI '21 Companion
inproceedings,AI-VQA: Visual Question Answering based on Agent Interaction with Interpretability,"Li, Rengang and Xu, Cong and Guo, Zhenhua and Fan, Baoyu and Zhang, Runze and Liu, Wei and Zhao, Yaqian and Gong, Weifeng and Wang, Endong",2022,,Proceedings of the 30th ACM International Conference on Multimedia,,,5274?€?5282,Association for Computing Machinery,10.1145/3503161.3548387,https://doi.org/10.1145/3503161.3548387,"Visual Question Answering (VQA) serves as a proxy for evaluating the scene understanding of an intelligent agent by answering questions about images. Most VQA benchmarks to date are focused on those questions that can be answered through understanding visual content in the scene, such as simple counting, visual attributes, and even a little challenging questions that require extra encyclopedic knowledge. However, humans have a remarkable capacity to reason dynamic interaction on the scene, which is beyond the literal content of an image and has not been investigated so far. In this paper, we propose Agent Interaction Visual Question Answering (AI-VQA), a task investigating deep scene understanding if the agent takes a certain action. For this task, a model not only needs to answer action-related questions but also to locate the objects in which the interaction occurs for guaranteeing it truly comprehends the action. Accordingly, we make a new dataset based on Visual Genome and ATOMIC knowledge graph, including more than 19,000 manually annotated questions, and will make it publicly available. Besides, we also provide an annotation of the reasoning path while developing the answer for each question. Based on the dataset, we further propose a novel method, called ARE, that can comprehend the interaction and explain the reason based on a given event knowledge base. Experimental results show that our proposed method outperforms the baseline by a clear margin.","New York, NY, USA",,9.78145E+12,,,"visual question answer, vision and language, dataset","Lisboa, Portugal",,9,MM '22
inproceedings,Understanding ASL Learners?€? Preferences for a Sign Language Recording and Automatic Feedback System to Support Self-Study,"Hassan, Saad and Lee, Sooyeon and Metaxas, Dimitris and Neidle, Carol and Huenerfauth, Matt",2022,,Proceedings of the 24th International ACM SIGACCESS Conference on Computers and Accessibility,,,,Association for Computing Machinery,10.1145/3517428.3550367,https://doi.org/10.1145/3517428.3550367,"Advancements in AI will soon enable tools for providing automatic feedback to American Sign Language (ASL) learners on some aspects of their signing, but there is a need to understand their preferences for submitting videos and receiving feedback. Ten participants in our study were asked to record a few sentences in ASL using software we designed, and we provided manually curated feedback on one sentence in a manner that simulates the output of a future automatic feedback system. Participants responded to interview questions and a questionnaire eliciting their impressions of the prototype. Our initial findings provide guidance to future designers of automatic feedback systems for ASL learners.","New York, NY, USA",85,9.78145E+12,,,"American Sign Language, Automatic feedback, Education, Feedback, Interface design, Language learning, Sign languages","Athens, Greece",,5,ASSETS '22
inproceedings,Automatically Generating an Abstract Interpretation-Based Optimizer from a DSL,"Ooi, Ken Jin",2024,,"Companion Proceedings of the 2024 ACM SIGPLAN International Conference on Systems, Programming, Languages, and Applications: Software for Humanity",,,28?€?30,Association for Computing Machinery,10.1145/3689491.3689968,https://doi.org/10.1145/3689491.3689968,"Just-in-Time (JIT) compilers can gain information at run time that are not available to Ahead-of-Time (AOT) compilers. As such, abstract interpretation baseline JIT compilers are common in many dynamic language implementations. Yet the reference implementation of Python --- CPython, has largely avoided implementing a baseline JIT compiler, likely due to the prohibitive maintenance costs associated with one. This paper implements an abstract-interpretation based optimizer for CPython bytecode that is easy to maintain and less error-prone by automatically generating the optimizer from a pre-existing Domain Specific Language (DSL) --- reusing the same DSL used to specify the interpreter. The key insight presented in this paper is that the very same DSL used to generate a concrete interpreter can also generate an abstract interpreter, providing multiple benefits such as being less error-prone and greater extensibility. The proposed abstract interpreter has been accepted into CPython 3.13 and forms a part of its experimental JIT compiler.","New York, NY, USA",,9.7984E+12,,,"Abstract Interpretation, DSL, JIT compiler","Pasadena, CA, USA",,3,SPLASH Companion '24
inproceedings,Towards Automatic Recognition of Perceived Level of Understanding on Online Lectures using Earables,"Kim, Dongwoo and Min, Chulhong and Kang, Seungwoo",2021,,Adjunct Proceedings of the 2021 ACM International Joint Conference on Pervasive and Ubiquitous Computing and Proceedings of the 2021 ACM International Symposium on Wearable Computers,,,158?€?164,Association for Computing Machinery,10.1145/3460418.3479323,https://doi.org/10.1145/3460418.3479323,"The COVID-19 pandemic has seriously impacted education and forced the whole education system to shift to online learning. Such a transition has been readily made by virtue of today?€?s Internet technology and infrastructure, but online learning also has limitations compared to traditional face-to-face lectures. One of the biggest hurdles is that it is challenging for teachers to instantly keep track of students?€? learning status. In this paper, we envision earables as an opportunity to automatically estimate learner?€?s understanding of learning material for effective learning and teaching, e.g., to pinpoint the part for which learners need to put more effort to understand. To this end, we conduct a small-scale exploratory study with 8 participants for 24 lectures in total and investigate learner?€?s behavioral characteristics that indicate the level of understanding. We demonstrate that those behaviors can be captured from a motion signal on earables. We discuss challenges that need to be further addressed to realize our vision.","New York, NY, USA",,9.78145E+12,,,"Understanding Level, Online Learning, Earable, Automatic Recognition","Virtual, USA",,7,UbiComp/ISWC '21 Adjunct
inproceedings,Automatically Explaining a Model: Using Deep Neural Networks to Generate Text from Causal Maps,"Shrestha, Anish and Mielke, Kyle and Nguyen, Tuong Anh and Giabbanelli, Philippe J.",2023,,Proceedings of the Winter Simulation Conference,,,2629?€?2640,IEEE Press,,,"Simulation models start as conceptual models, which list relevant factors and their relationships. In complex socio-environmental problems, these conceptual models are routinely created with participants, via a 'participatory modeling' approach. Transparency is a tenet of participatory modeling: participants should easily provide their input into the model-building process and see how that input is utilized. Although several elicitation methods are transparent, the resulting conceptual model can become too large and difficult to interpret. Usability studies have shown that participants struggle to interact with such large conceptual models, even if they contributed to creating parts of it. In this paper, we propose to automatically transform these large conceptual models into a more familiar format for participants: textual reports. We designed and implemented a process combining Natural Language Generation (via the deep learning GPT-3 model) and Network Science. Two case studies demonstrate that our prototype generates sentences that perform satisfactorily on several metrics.",,,,,,,"Singapore, Singapore",,12,WSC '22
inproceedings,Blackbox adversarial attacks and explanations for automatic speech recognition,"Wu, Xiaoliang",2022,,Proceedings of the 30th ACM Joint European Software Engineering Conference and Symposium on the Foundations of Software Engineering,,,1765?€?1769,Association for Computing Machinery,10.1145/3540250.3558906,https://doi.org/10.1145/3540250.3558906,"Automatic speech recognition (ASR) models are used widely in applications for voice navigation and voice control of domestic appliances. The computational core of ASRs are Deep Neural Networks (DNNs) that have been shown to be susceptible to adversarial perturbations and exhibit unwanted biases and ethical issues. To assess the security of ASRs, we propose techniques that generate blackbox (agnostic to the DNN) adversarial attacks that are portable across ASRs. This is in contrast to existing work that focuses on whitebox attacks that are time consuming and lack portability. Apart from that, to figure out why ASRs(always blackbox) are easily attacked, we provide explanation methods on ASRs that help increase our understanding of the system and ultimately help build trust in the system.","New York, NY, USA",,9.78145E+12,,,"Explanation, Blackbox Testing, Automatic Speech Recognition","Singapore, Singapore",,5,ESEC/FSE 2022
inproceedings,Explaining GBDT by Probabilistic Finite-State Automata,"Chen, Yinkai and Zhang, Rui and Qiu, Xin and Li, Xin and Deng, Yuxin",2022,,Proceedings of the 2021 10th International Conference on Computing and Pattern Recognition,,,328?€?333,Association for Computing Machinery,10.1145/3497623.3497676,https://doi.org/10.1145/3497623.3497676,"Explainable artificial intelligence becomes vital for human users to understand and trust the decision-making process and results of machine learning methods. Unfortunately, most machine learning models are black-box and the algorithms running behind are opaque. In this work, we propose an approach to interpreting GBDT (Gradient Boosting Decision Tree Explanation) by extracting probabilistic finite-state automata from the trained model. Our method is inspired by and built upon a previous work that extracts probabilistic automata from RNN (Recurrent Neural Networks). To adapt the approach to our situation, we propose a series of techniques to ensure that the extracted probabilistic automaton approximates the GBDT model as accurately as possible. We conduct experiments on real-world datasets and our experimental results show that our method maintains a high level of fidelity of the extracted model as the size of the given GBDT model grows.","New York, NY, USA",,9.78145E+12,,,"Probabilistic finite-state automata, Interpretable machine learning, Gradient Boosting Decision Tree","Shanghai, China",,6,ICCPR '21
